game_id,season_year,game_date,home_team_id,away_team_id
0021800001,2018-19,2018-10-16,1610612738,1610612755
0021800002,2018-19,2018-10-16,1610612744,1610612760
0021800003,2018-19,2018-10-17,1610612766,1610612749
0021800004,2018-19,2018-10-17,1610612765,1610612751
0021800005,2018-19,2018-10-17,1610612754,1610612763
0021800006,2018-19,2018-10-17,1610612753,1610612748
0021800007,2018-19,2018-10-17,1610612752,1610612737
0021800008,2018-19,2018-10-17,1610612761,1610612739
0021800009,2018-19,2018-10-17,1610612745,1610612740
0021800010,2018-19,2018-10-17,1610612759,1610612750
0021800011,2018-19,2018-10-17,1610612758,1610612762
0021800012,2018-19,2018-10-17,1610612746,1610612743
0021800013,2018-19,2018-10-17,1610612756,1610612742
0021800252,2018-19,2018-11-21,1610612766,1610612754
0021800253,2018-19,2018-11-21,1610612755,1610612740
0021800254,2018-19,2018-11-21,1610612737,1610612761
0021800255,2018-19,2018-11-21,1610612738,1610612752
0021800256,2018-19,2018-11-21,1610612739,1610612747
0021800257,2018-19,2018-11-21,1610612741,1610612756
0021800258,2018-19,2018-11-21,1610612745,1610612765
0021800259,2018-19,2018-11-21,1610612749,1610612757
0021800260,2018-19,2018-11-21,1610612750,1610612743
0021800261,2018-19,2018-11-21,1610612742,1610612751
0021800262,2018-19,2018-11-21,1610612759,1610612763
0021800263,2018-19,2018-11-21,1610612762,1610612758
0021800264,2018-19,2018-11-21,1610612744,1610612760
0021800265,2018-19,2018-11-23,1610612751,1610612750
0021800266,2018-19,2018-11-23,1610612746,1610612763
0021800267,2018-19,2018-11-23,1610612765,1610612745
0021800268,2018-19,2018-11-23,1610612737,1610612738
0021800269,2018-19,2018-11-23,1610612752,1610612740
0021800270,2018-19,2018-11-23,1610612755,1610612739
0021800271,2018-19,2018-11-23,1610612761,1610612764
0021800272,2018-19,2018-11-23,1610612754,1610612759
0021800273,2018-19,2018-11-23,1610612741,1610612748
0021800274,2018-19,2018-11-23,1610612760,1610612766
0021800275,2018-19,2018-11-23,1610612749,1610612756
0021800276,2018-19,2018-11-23,1610612743,1610612753
0021800277,2018-19,2018-11-23,1610612744,1610612757
0021800278,2018-19,2018-11-23,1610612747,1610612762
0021800279,2018-19,2018-11-24,1610612739,1610612745
0021800280,2018-19,2018-11-24,1610612764,1610612740
0021800281,2018-19,2018-11-24,1610612750,1610612741
0021800282,2018-19,2018-11-24,1610612760,1610612743
0021800283,2018-19,2018-11-24,1610612742,1610612738
0021800284,2018-19,2018-11-24,1610612749,1610612759
0021800285,2018-19,2018-11-24,1610612744,1610612758
0021800286,2018-19,2018-11-25,1610612747,1610612753
0021800287,2018-19,2018-11-25,1610612765,1610612756
0021800288,2018-19,2018-11-25,1610612737,1610612766
0021800289,2018-19,2018-11-25,1610612751,1610612755
0021800290,2018-19,2018-11-25,1610612761,1610612748
0021800291,2018-19,2018-11-25,1610612763,1610612752
0021800292,2018-19,2018-11-25,1610612758,1610612762
0021800293,2018-19,2018-11-25,1610612757,1610612746
0021800350,2018-19,2018-12-04,1610612754,1610612741
0021800351,2018-19,2018-12-04,1610612748,1610612753
0021800352,2018-19,2018-12-04,1610612742,1610612757
0021800353,2018-19,2018-12-04,1610612756,1610612758
0021800354,2018-19,2018-12-04,1610612762,1610612759
0021800355,2018-19,2018-12-05,1610612739,1610612744
0021800356,2018-19,2018-12-05,1610612753,1610612743
0021800357,2018-19,2018-12-05,1610612737,1610612764
0021800358,2018-19,2018-12-05,1610612751,1610612760
0021800359,2018-19,2018-12-05,1610612761,1610612755
0021800360,2018-19,2018-12-05,1610612763,1610612746
0021800361,2018-19,2018-12-05,1610612749,1610612765
0021800362,2018-19,2018-12-05,1610612750,1610612766
0021800363,2018-19,2018-12-05,1610612740,1610612742
0021800364,2018-19,2018-12-05,1610612747,1610612759
0021800365,2018-19,2018-12-06,1610612738,1610612752
0021800366,2018-19,2018-12-06,1610612757,1610612756
0021800367,2018-19,2018-12-06,1610612762,1610612745
0021800368,2018-19,2018-12-07,1610612766,1610612743
0021800369,2018-19,2018-12-07,1610612765,1610612755
0021800370,2018-19,2018-12-07,1610612753,1610612754
0021800371,2018-19,2018-12-07,1610612751,1610612761
0021800372,2018-19,2018-12-07,1610612739,1610612758
0021800373,2018-19,2018-12-07,1610612741,1610612760
0021800374,2018-19,2018-12-07,1610612740,1610612763
0021800375,2018-19,2018-12-07,1610612759,1610612747
0021800376,2018-19,2018-12-07,1610612756,1610612748
0021800377,2018-19,2018-12-07,1610612749,1610612744
0021800378,2018-19,2018-12-08,1610612742,1610612745
0021800379,2018-19,2018-12-08,1610612754,1610612758
0021800380,2018-19,2018-12-08,1610612737,1610612743
0021800381,2018-19,2018-12-08,1610612739,1610612764
0021800382,2018-19,2018-12-08,1610612752,1610612751
0021800383,2018-19,2018-12-08,1610612741,1610612738
0021800384,2018-19,2018-12-08,1610612763,1610612747
0021800385,2018-19,2018-12-08,1610612757,1610612750
0021800386,2018-19,2018-12-08,1610612746,1610612748
0021800387,2018-19,2018-12-09,1610612765,1610612740
0021800388,2018-19,2018-12-09,1610612761,1610612749
0021800390,2018-19,2018-12-09,1610612759,1610612762
0021800389,2018-19,2018-12-09,1610612752,1610612766
0021800391,2018-19,2018-12-10,1610612754,1610612764
0021800392,2018-19,2018-12-10,1610612755,1610612765
0021800393,2018-19,2018-12-10,1610612738,1610612740
0021800394,2018-19,2018-12-10,1610612741,1610612758
0021800395,2018-19,2018-12-10,1610612749,1610612739
0021800396,2018-19,2018-12-10,1610612760,1610612762
0021800397,2018-19,2018-12-10,1610612742,1610612753
0021800398,2018-19,2018-12-10,1610612743,1610612763
0021800399,2018-19,2018-12-10,1610612756,1610612746
0021800400,2018-19,2018-12-10,1610612744,1610612750
0021800401,2018-19,2018-12-10,1610612747,1610612748
0021800402,2018-19,2018-12-11,1610612745,1610612757
0021800403,2018-19,2018-12-11,1610612759,1610612756
0021800404,2018-19,2018-12-11,1610612746,1610612761
0021800405,2018-19,2018-12-12,1610612766,1610612765
0021800406,2018-19,2018-12-12,1610612739,1610612752
0021800407,2018-19,2018-12-12,1610612754,1610612749
0021800408,2018-19,2018-12-12,1610612755,1610612751
0021800409,2018-19,2018-12-12,1610612764,1610612738
0021800410,2018-19,2018-12-12,1610612763,1610612757
0021800411,2018-19,2018-12-12,1610612740,1610612760
0021800412,2018-19,2018-12-12,1610612742,1610612737
0021800413,2018-19,2018-12-12,1610612762,1610612748
0021800414,2018-19,2018-12-12,1610612758,1610612750
0021800415,2018-19,2018-12-12,1610612744,1610612761
0021800416,2018-19,2018-12-13,1610612745,1610612747
0021800417,2018-19,2018-12-13,1610612759,1610612746
0021800418,2018-19,2018-12-13,1610612753,1610612741
0021800419,2018-19,2018-12-13,1610612756,1610612742
0021800420,2018-19,2018-12-14,1610612738,1610612737
0021800421,2018-19,2018-12-14,1610612766,1610612752
0021800422,2018-19,2018-12-14,1610612751,1610612764
0021800423,2018-19,2018-12-14,1610612739,1610612749
0021800424,2018-19,2018-12-14,1610612755,1610612754
0021800425,2018-19,2018-12-14,1610612763,1610612748
0021800426,2018-19,2018-12-14,1610612743,1610612760
0021800427,2018-19,2018-12-14,1610612757,1610612761
0021800428,2018-19,2018-12-14,1610612758,1610612744
0021800429,2018-19,2018-12-15,1610612753,1610612762
0021800430,2018-19,2018-12-15,1610612766,1610612747
0021800431,2018-19,2018-12-15,1610612765,1610612738
0021800432,2018-19,2018-12-15,1610612763,1610612745
0021800433,2018-19,2018-12-15,1610612759,1610612741
0021800434,2018-19,2018-12-15,1610612760,1610612746
0021800435,2018-19,2018-12-15,1610612756,1610612750
0021800436,2018-19,2018-12-16,1610612751,1610612737
0021800437,2018-19,2018-12-16,1610612739,1610612755
